workclass,education,marital-status,occupation,relationship,sex,native-country,class,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Male, United-States,1,0.02982419815696735,-0.1779770054180374,0.35082710908903536,1.7292212013780228,-0.21694686573519104,-0.04164837868517439
 Private, Masters, Divorced, Exec-managerial, Unmarried, Female, United-States,0,0.687871130909654,-0.8235162517362455,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0,-0.6282227345957193,-0.501209849714404,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, Male, United-States,0,-0.6282227345957193,0.13586725376639083,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Male, United-States,1,1.1265690860781117,-0.41159327381886257,-0.4261248777609272,0.8590640565608659,-0.21694686573519104,-1.2544710338812444
 Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Female, United-States,0,-0.043292127704442275,0.5817629654001163,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,0,-0.9938043639027674,-0.18054621131336945,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Separated, Sales, Not-in-family, Male, United-States,0,0.7609874567710636,0.9661314488638452,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1,0.46852215332542513,0.020940656968879427,1.127779095938998,0.8590640565608659,-0.21694686573519104,-0.04164837868517439
 Local-gov, HS-grad, Divorced, Other-service, Unmarried, Female, United-States,0,-0.1164084535658519,-0.04139840206023692,-0.4261248777609272,0.2431820990437945,-0.21694686573519104,1.1711742765108957
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,0,2.2964302998606656,-0.2217967699079387,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,0,1.9308486705536176,-0.9120249172828706,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, 11th, Never-married, Other-service, Own-child, Female, United-States,0,-1.5787349707940443,-1.3020093601014515,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-2.3055840017178384
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,-0.18952477942726154,0.46928141213124797,1.127779095938998,-0.14600928018106676,4.735098090541557,0.36262583971351564
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,1.3459180636623407,0.46548968447159433,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1,-0.18952477942726154,0.000396560757506779,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Male, United-States,0,0.8341037826324732,-0.11307829144487277,-0.4261248777609272,-0.14600928018106676,3.765729654487383,-0.04164837868517439
 Private, 9th, Never-married, Other-service, Own-child, Female, Mexico,0,-1.4325023190712252,0.9777549565761838,-1.9800288514608524,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.5551064087343096,-0.13951532459832675,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.9797227133082755
 State-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Female, United-States,0,-1.066920689764177,0.9933707619251351,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 11th, Never-married, Other-service, Own-child, Female, United-States,0,-0.6282227345957193,2.2655670238735532,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-1.7396000959596725
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,0,-0.5551064087343096,0.632230191983516,1.127779095938998,-0.14600928018106676,4.14395868250852,-0.2033580660446504
 Private, Some-college, Divorced, Exec-managerial, Unmarried, Female, United-States,0,-0.043292127704442275,0.08985077048122421,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,0.46852215332542513,0.1337469425813956,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,0.24917317574119624,-0.3973432545034893,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Female, United-States,0,-0.9206880380413578,0.8357132090840713,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1,0.5416384791868347,0.7929153963815325,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Male, United-States,0,0.9803364343552925,-0.6018291214888395,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-0.7013390604571289,0.592259460860971,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,0,0.02982419815696735,-1.035308596453674,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1,-0.1164084535658519,-0.5539884065084743,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,4.728787398419367
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,-0.18952477942726154,-0.035429057507885504,1.9047310827889605,-0.14600928018106676,-0.21694686573519104,1.1711742765108957
 Private, Some-college, Never-married, Sales, Unmarried, Female, ?,0,-0.9206880380413578,0.5229291054921407,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 ?, Some-college, Never-married, ?, Own-child, Male, United-States,0,-0.8475717121799482,-0.11580986351202878,-0.03764888433594593,-0.14600928018106676,4.088852466505441,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0,-0.7013390604571289,0.19735627813125234,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.2033580660446504
 Private, Some-college, Never-married, Other-service, Own-child, Female, United-States,0,-0.9938043639027674,-0.5986104509062116,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,1.857732344692208,3.4578218235768814,-1.591552858035871,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,0.8341037826324732,-0.22738407640893965,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Divorced, Tech-support, Unmarried, Female, United-States,0,0.24917317574119624,0.47349338164738713,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.3650677534041264
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,1.3459180636623407,-0.1702025310730549,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.1711742765108957
 Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Female, United-States,0,1.638383367107979,-1.2549995778827738,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,0,-1.286269667348406,-0.9163706001169823,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Male, United-States,0,-0.9206880380413578,0.9099145496076204,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Some-college, Divorced, Protective-serv, Not-in-family, Female, United-States,0,1.7846160188307985,0.5023372545243492,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, 9th, Never-married, Craft-repair, Not-in-family, Male, United-States,0,1.3459180636623407,0.9627026573529744,-1.9800288514608524,-0.14600928018106676,3.8333600104911625,-0.4459225970838644
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,0,-0.8475717121799482,-0.972310521785978,-0.03764888433594593,-0.14600928018106676,3.738176546485843,-0.04164837868517439
 Private, Some-college, Never-married, Sales, Own-child, Female, United-States,0,-1.4325023190712252,0.33841427764113735,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1,-0.5551064087343096,0.16703200780530714,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Never-married, Sales, Unmarried, Female, United-States,0,-0.6282227345957193,0.8191709614605951,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,1.1996854119395213,0.5858603235008503,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 ?, 1st-4th, Married-civ-spouse, ?, Husband, Male, United-States,0,2.5888956033063044,0.991565632132504,-3.1454568317357965,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,1,0.9803364343552925,1.4057903893092738,1.127779095938998,0.8590640565608659,-0.21694686573519104,-0.2033580660446504
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,0,0.02982419815696735,-1.5568573932060803,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,1.1711742765108957
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0,-0.6282227345957193,-0.626117190603447,1.127779095938998,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,0,-0.7013390604571289,-0.769381459859881,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0,-0.8475717121799482,-0.6052101582432914,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Male, Mexico,0,-0.7013390604571289,2.708033943996408,-2.756980838310815,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0,1.272801737800931,-0.13133971029942623,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Female, Germany,0,-0.5551064087343096,0.10872345021793846,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 12th, Never-married, Machine-op-inspct, Other-relative, Male, Mexico,0,-1.1400370156255866,0.9072211813455994,-0.8146008711859085,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Male, ?,0,-0.5551064087343096,0.19488258174875792,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1,0.10294052401837697,0.43541373887902696,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,1,-0.043292127704442275,0.15935304297316227,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.1164084535658519,0.3410025854390369,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,0.3954058274640155,-0.3017286812017452,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Other-service, Not-in-family, Male, China,0,-0.8475717121799482,-0.8474509356533538,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,0,-0.7013390604571289,-0.3467518655534005,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Male, United-States,0,-1.066920689764177,1.5682807234999212,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-2.4672936890773145
 Federal-gov, HS-grad, Married-civ-spouse, Armed-Forces, Other-relative, Male, United-States,0,-0.6282227345957193,-1.074438843863248,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.6051903707527296
 Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Male, ?,0,2.0039649964150272,-0.33088773547107136,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-2.7098582201165287
 Self-emp-inc, 11th, Never-married, Exec-managerial, Other-relative, Male, United-States,1,0.8341037826324732,-0.6434235143296242,-1.2030768646108898,-0.14600928018106676,5.904852766606929,-0.04164837868517439
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-1.2131533414869964,-1.4139369581958616,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0,0.02982419815696735,1.2035489958756076,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,0.46852215332542513,-0.42461122041863053,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Sales, Own-child, Female, United-States,0,-0.5551064087343096,-0.6259261715777718,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, Female, United-States,0,0.10294052401837697,-0.7842331891061314,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 ?, Some-college, Married-civ-spouse, ?, Wife, Female, United-States,0,-1.286269667348406,0.7017229135241704,-0.03764888433594593,0.34829122531077084,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0,-1.3593859932098156,-0.06697584959815228,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0,0.1760568498797866,-0.801482207124606,-0.03764888433594593,0.22383365291504762,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,0,-0.8475717121799482,-0.32254020404906314,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,1,-0.18952477942726154,0.10064334543187559,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 ?, Assoc-voc, Never-married, ?, Not-in-family, Male, United-States,0,-1.286269667348406,0.29633278628488074,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Male, United-States,0,-1.4325023190712252,0.13241936035295265,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,0.46852215332542513,-0.6220293834539967,1.9047310827889605,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,0.1760568498797866,0.9515089424484051,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Separated, Other-service, Unmarried, Female, United-States,0,0.46852215332542513,1.568977942943636,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Female, United-States,0,-0.4088737570114904,-1.5029327222579585,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Separated, Farming-fishing, Own-child, Male, United-States,0,-1.286269667348406,-1.2501476946306225,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Male, United-States,1,0.46852215332542513,-0.008667292010783617,-0.4261248777609272,-0.14600928018106676,5.438954758580892,0.2817709960337776
 Private, Some-college, Divorced, Sales, Unmarried, Female, United-States,0,0.10294052401837697,-0.5365292675617569,-0.03764888433594593,-0.14600928018106676,4.14395868250852,-0.04164837868517439
 ?, Some-college, Never-married, ?, Own-child, Male, United-States,0,-1.3593859932098156,-1.4231440752334086,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, Mexico,0,-0.26264110528867113,2.3429010764181766,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Other-service, Unmarried, Female, United-States,0,-0.043292127704442275,0.8102217201077098,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.9206880380413578,0.9852715552365047,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.2817709960337776
 State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1,0.10294052401837697,1.5010324755109512,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Male, United-States,0,-0.5551064087343096,0.7344444726223399,1.127779095938998,0.4618979799451022,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,0,-0.7744553863185385,-0.6043601235790365,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,0,-1.3593859932098156,-1.2653719109769395,-0.03764888433594593,0.13846517100915767,-0.21694686573519104,-1.2544710338812444
 Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Not-in-family, Male, United-States,0,0.8341037826324732,-1.1558033978496187,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0,-0.8475717121799482,-0.047816641322925166,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0,0.9803364343552925,0.625363058010491,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Divorced, Other-service, Not-in-family, Female, United-States,0,0.10294052401837697,0.09036652185054737,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Sales, Not-in-family, Male, United-States,0,1.272801737800931,0.012249291300655758,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,0.44348068339325364
